species,gene,hog
Ctenta,Cten007934,N0.HOG0006358
Ctenta,Cten008011,N0.HOG0005964
Ctenta,Cten008170,N0.HOG0007246
Ctenta,Cten008562,N0.HOG0004934
Ctenta,Cten008589,N0.HOG0007113
Ctenta,Cten008690,N0.HOG0007584
Ctenta,Cten008725,N0.HOG0008386
Ctenta,Cten008984,N0.HOG0007659
Ctenta,Cten008994,N0.HOG0008913
Ctenta,Cten009055,N0.HOG0006962
Ctenta,Cten009247,N0.HOG0006191
Ctenta,Cten009459,N0.HOG0007808
Ctenta,Cten009524,N0.HOG0007535
Ctenta,Cten009693,N0.HOG0006194
Ctenta,Cten009761,N0.HOG0007214
Ctenta,Cten010265,N0.HOG0007927
Ctenta,Cten010441,N0.HOG0007880
Ctenta,Cten010459,N0.HOG0006647
Ctenta,Cten010572,N0.HOG0001010
Ctenta,Cten010895,N0.HOG0007838
Ctenta,Cten011014,N0.HOG0006470
Ctenta,Cten011340,N0.HOG0006093
Ctenta,Cten011670,N0.HOG0006537
Ctenta,Cten011862,N0.HOG0007349
Ctenta,Cten011863,N0.HOG0006959
Ctenta,Cten011925,N0.HOG0006233
Ctenta,Cten012123,N0.HOG0005364
Ctenta,Cten012359,N0.HOG0003587
Ctenta,Cten012397,N0.HOG0007869
Ctenta,Cten013037,N0.HOG0007405
Ctenta,Cten013209,N0.HOG0008646
Ctenta,Cten013305,N0.HOG0006498
Ctenta,Cten013791,N0.HOG0007772
Ctenta,Cten013867,N0.HOG0007654
Ctenta,Cten013920,N0.HOG0007258
Ctenta,Cten014289,N0.HOG0007805
Ctenta,Cten014292,N0.HOG0006917
Ctenta,Cten014645,N0.HOG0007953
Ctenta,Cten014760,N0.HOG0006833
Ctenta,Cten014871,N0.HOG0006976
Ctenta,Cten014985,N0.HOG0008635
Ctenta,Cten015036,N0.HOG0007090
Ctenta,Cten015052,N0.HOG0007368
Ctenta,Cten015074,N0.HOG0005567
Ctenta,Cten015146,N0.HOG0006546
Ctenta,Cten015355,N0.HOG0006869
Ctenta,Cten015426,N0.HOG0008307
Ctenta,Cten015605,N0.HOG0008920
Ctenta,Cten015612,N0.HOG0000253
Ctenta,Cten015627,N0.HOG0007402
Ctenta,Cten015648,N0.HOG0006930
Ctenta,Cten015722,N0.HOG0009004
Ctenta,Cten016116,N0.HOG0007737
Ctenta,Cten016236,N0.HOG0007357
Ctenta,Cten016276,N0.HOG0006120
Ctenta,Cten016355,N0.HOG0006291
Ctenta,Cten016372,N0.HOG0007563
Ctenta,Cten016404,N0.HOG0006553
Ctenta,Cten016500,N0.HOG0008400
Ctenta,Cten016697,N0.HOG0007950
Ctenta,Cten016771,N0.HOG0008741
Ctenta,Cten016815,N0.HOG0006401
Ctenta,Cten016906,N0.HOG0007353
Ctenta,Cten016913,N0.HOG0007695
Ctenta,Cten016959,N0.HOG0007800
Ctenta,Cten017055,N0.HOG0007034
Ctenta,Cten017069,N0.HOG0006080
Ctenta,Cten017213,N0.HOG0006423
Ctenta,Cten017215,N0.HOG0007749
Ctenta,Cten017426,N0.HOG0008005
Ctenta,Cten017469,N0.HOG0005696
Ctenta,Cten017607,N0.HOG0006267
Ctenta,Cten017681,N0.HOG0006989
Ctenta,Cten017720,N0.HOG0007070
Ctenta,Cten017988,N0.HOG0007336
Ctenta,Cten018024,N0.HOG0007443
Ctenta,Cten018211,N0.HOG0006968
Ctenta,Cten018378,N0.HOG0007433
Ctenta,Cten018441,N0.HOG0007075
Ctenta,Cten018454,N0.HOG0007627
Ctenta,Cten018516,N0.HOG0006250
Ctenta,Cten018605,N0.HOG0006028
Ctenta,Cten018867,N0.HOG0004497
Ctenta,Cten019164,N0.HOG0007393
Ctenta,Cten019195,N0.HOG0008954
Ctenta,Cten019538,N0.HOG0006029
Ctenta,Cten019657,N0.HOG0005030
Ctenta,Cten019679,N0.HOG0006603
Ctenta,Cten019692,N0.HOG0006651
Ctenta,Cten019700,N0.HOG0004090
Ctenta,Cten019718,N0.HOG0007568
Ctenta,Cten019824,N0.HOG0006692
Ctenta,Cten020253,N0.HOG0006391
Ctenta,Cten020363,N0.HOG0008082
Ctenta,Cten020508,N0.HOG0007916
Ctenta,Cten020540,N0.HOG0006885
Ctenta,Cten020569,N0.HOG0007232
Mdomes,Mdom000109,N0.HOG0007672
Mdomes,Mdom000226,N0.HOG0008920
Mdomes,Mdom000227,N0.HOG0006028
Mdomes,Mdom000379,N0.HOG0007223
Mdomes,Mdom000684,N0.HOG0007847
Mdomes,Mdom000969,N0.HOG0006930
Mdomes,Mdom000982,N0.HOG0007399
Mdomes,Mdom001095,N0.HOG0001348
Mdomes,Mdom001170,N0.HOG0007953
Mdomes,Mdom001182,N0.HOG0007808
Mdomes,Mdom001187,N0.HOG0008954
Mdomes,Mdom001336,N0.HOG0007772
Mdomes,Mdom001636,N0.HOG0007339
Mdomes,Mdom001676,N0.HOG0003587
Mdomes,Mdom001733,N0.HOG0007557
Mdomes,Mdom001748,N0.HOG0006553
Mdomes,Mdom001923,N0.HOG0004934
Mdomes,Mdom002000,N0.HOG0008024
Mdomes,Mdom002027,N0.HOG0006291
Mdomes,Mdom002087,N0.HOG0004617
Mdomes,Mdom002097,N0.HOG0006613
Mdomes,Mdom002108,N0.HOG0006492
Mdomes,Mdom002178,N0.HOG0007233
Mdomes,Mdom002188,N0.HOG0006452
Mdomes,Mdom002446,N0.HOG0006692
Mdomes,Mdom002473,N0.HOG0007563
Mdomes,Mdom002488,N0.HOG0006344
Mdomes,Mdom002608,N0.HOG0006191
Mdomes,Mdom002628,N0.HOG0007751
Mdomes,Mdom003000,N0.HOG0007472
Mdomes,Mdom003047,N0.HOG0007800
Mdomes,Mdom003111,N0.HOG0006498
Mdomes,Mdom003184,N0.HOG0005128
Mdomes,Mdom003207,N0.HOG0008307
Mdomes,Mdom003303,N0.HOG0006649
Mdomes,Mdom003359,N0.HOG0006250
Mdomes,Mdom003389,N0.HOG0000253
Mdomes,Mdom003422,N0.HOG0006546
Mdomes,Mdom003615,N0.HOG0001010
Mdomes,Mdom003631,N0.HOG0006917
Mdomes,Mdom003823,N0.HOG0006283
Mdomes,Mdom004041,N0.HOG0007692
Mdomes,Mdom004054,N0.HOG0006423
Mdomes,Mdom004201,N0.HOG0007805
Mdomes,Mdom004279,N0.HOG0006931
Mdomes,Mdom004285,N0.HOG0006833
Mdomes,Mdom004407,N0.HOG0008005
Mdomes,Mdom004450,N0.HOG0007385
Mdomes,Mdom004485,N0.HOG0006226
Mdomes,Mdom004659,N0.HOG0006391
Mdomes,Mdom004723,N0.HOG0007659
Mdomes,Mdom004733,N0.HOG0007100
Mdomes,Mdom004782,N0.HOG0007214
Mdomes,Mdom004840,N0.HOG0007349
Mdomes,Mdom005097,N0.HOG0007992
Mdomes,Mdom005116,N0.HOG0007584
Mdomes,Mdom005142,N0.HOG0005091
Mdomes,Mdom005221,N0.HOG0001009
Mdomes,Mdom005304,N0.HOG0005030
Mdomes,Mdom005396,N0.HOG0007258
Mdomes,Mdom005398,N0.HOG0007042
Mdomes,Mdom005475,N0.HOG0006885
Mdomes,Mdom005533,N0.HOG0006841
Mdomes,Mdom005584,N0.HOG0007950
Mdomes,Mdom005732,N0.HOG0008783
Mdomes,Mdom005841,N0.HOG0007138
Mdomes,Mdom005853,N0.HOG0005696
Mdomes,Mdom005858,N0.HOG0005567
Mdomes,Mdom005981,N0.HOG0006080
Mdomes,Mdom006076,N0.HOG0007749
Mdomes,Mdom006142,N0.HOG0006152
Mdomes,Mdom006294,N0.HOG0008646
Mdomes,Mdom006304,N0.HOG0006603
Mdomes,Mdom006338,N0.HOG0007405
Mdomes,Mdom006397,N0.HOG0007256
Mdomes,Mdom006497,N0.HOG0007001
Mdomes,Mdom006627,N0.HOG0007357
Mdomes,Mdom006701,N0.HOG0007866
Mdomes,Mdom006834,N0.HOG0007880
Mdomes,Mdom006852,N0.HOG0009004
Mdomes,Mdom006857,N0.HOG0007232
Mdomes,Mdom006930,N0.HOG0001074
Mdomes,Mdom007104,N0.HOG0006531
Mdomes,Mdom007128,N0.HOG0006959
Mdomes,Mdom007167,N0.HOG0007764
Mdomes,Mdom007193,N0.HOG0006700
Mdomes,Mdom007204,N0.HOG0006093
Mdomes,Mdom007366,N0.HOG0006470
Mdomes,Mdom007384,N0.HOG0005364
Mdomes,Mdom007414,N0.HOG0007431
Mdomes,Mdom007635,N0.HOG0006387
Mdomes,Mdom007704,N0.HOG0006858
Mdomes,Mdom007804,N0.HOG0004013
Mdomes,Mdom007871,N0.HOG0006038
Mdomes,Mdom008013,N0.HOG0007070
Mdomes,Mdom008029,N0.HOG0007695
Mdomes,Mdom008393,N0.HOG0008082
Mdomes,Mdom008406,N0.HOG0006401
Mdomes,Mdom008426,N0.HOG0007075
Mdomes,Mdom008551,N0.HOG0006267
Mdomes,Mdom008598,N0.HOG0007336
Mdomes,Mdom008603,N0.HOG0007889
Mdomes,Mdom008679,N0.HOG0006976
Mdomes,Mdom008702,N0.HOG0006990
Mdomes,Mdom008759,N0.HOG0007353
Mdomes,Mdom008786,N0.HOG0006561
Mdomes,Mdom008800,N0.HOG0006641
Mdomes,Mdom008824,N0.HOG0006120
Mdomes,Mdom009027,N0.HOG0007183
Mdomes,Mdom009036,N0.HOG0006989
Mdomes,Mdom009101,N0.HOG0008741
Mdomes,Mdom009312,N0.HOG0006910
Mdomes,Mdom009328,N0.HOG0007927
Mdomes,Mdom009444,N0.HOG0007443
Mdomes,Mdom009539,N0.HOG0006530
Mdomes,Mdom009596,N0.HOG0008754
Mdomes,Mdom009636,N0.HOG0007393
Mdomes,Mdom009689,N0.HOG0006651
Mdomes,Mdom009960,N0.HOG0007090
Mdomes,Mdom010033,N0.HOG0007689
Mdomes,Mdom010056,N0.HOG0008236
Mdomes,Mdom010159,N0.HOG0006195
Mdomes,Mdom010162,N0.HOG0008386
Mdomes,Mdom010230,N0.HOG0007402
Mdomes,Mdom010306,N0.HOG0007340
Mdomes,Mdom010338,N0.HOG0004090
Mdomes,Mdom010427,N0.HOG0007368
Mdomes,Mdom010564,N0.HOG0006263
Mdomes,Mdom010589,N0.HOG0008400
Mdomes,Mdom010733,N0.HOG0007737
Mdomes,Mdom010734,N0.HOG0007869
Mdomes,Mdom010745,N0.HOG0007763
Mdomes,Mdom010853,N0.HOG0006358
Mdomes,Mdom011019,N0.HOG0007916
Mdomes,Mdom011076,N0.HOG0004760
Mdomes,Mdom011128,N0.HOG0008635
Mdomes,Mdom011145,N0.HOG0006212
Mdomes,Mdom011168,N0.HOG0006869
Mdomes,Mdom011353,N0.HOG0007113
Mdomes,Mdom011377,N0.HOG0006962
Mdomes,Mdom011554,N0.HOG0006194
Mdomes,Mdom011765,N0.HOG0004497
Mdomes,Mdom011833,N0.HOG0006998
Mdomes,Mdom011866,N0.HOG0006537
Mdomes,Mdom011946,N0.HOG0007347
Mdomes,Mdom011987,N0.HOG0007654
Mdomes,Mdom012215,N0.HOG0000837
Mdomes,Mdom012298,N0.HOG0006823
Mdomes,Mdom012313,N0.HOG0007118
Mdomes,Mdom012389,N0.HOG0006957
Mdomes,Mdom012494,N0.HOG0007838
Mdomes,Mdom012557,N0.HOG0002076
Mdomes,Mdom012673,N0.HOG0007239
Mdomes,Mdom012686,N0.HOG0008913
Mdomes,Mdom012813,N0.HOG0007826
Mdomes,Mdom012924,N0.HOG0007034
Mdomes,Mdom012961,N0.HOG0007551
Mdomes,Mdom013072,N0.HOG0007568
Mdomes,Mdom013098,N0.HOG0005964
Mdomes,Mdom013217,N0.HOG0007639
Mdomes,Mdom013265,N0.HOG0006244
Mdomes,Mdom013374,N0.HOG0006029
Mdomes,Mdom013467,N0.HOG0007246
Mdomes,Mdom013493,N0.HOG0007627
Mdomes,Mdom013561,N0.HOG0007085
Mdomes,Mdom013594,N0.HOG0007535
Mdomes,Mdom013729,N0.HOG0006675
Mdomes,Mdom013788,N0.HOG0006647
Mdomes,Mdom013891,N0.HOG0006968
Mdomes,Mdom013895,N0.HOG0007093
Mdomes,Mdom013968,N0.HOG0005474
Mdomes,Mdom014027,N0.HOG0006230
Mdomes,Mdom014141,N0.HOG0006233
Mdomes,Mdom014149,N0.HOG0007433
Pakamu,Paka000263,N0.HOG0002076
Pakamu,Paka000279,N0.HOG0008005
Pakamu,Paka000345,N0.HOG0007368
Pakamu,Paka000363,N0.HOG0006930
Pakamu,Paka000456,N0.HOG0005364
Pakamu,Paka000477,N0.HOG0006531
Pakamu,Paka000505,N0.HOG0008082
Pakamu,Paka000538,N0.HOG0006998
Pakamu,Paka000557,N0.HOG0006968
Pakamu,Paka000626,N0.HOG0008400
Pakamu,Paka000646,N0.HOG0006869
Pakamu,Paka000652,N0.HOG0001348
Pakamu,Paka000698,N0.HOG0007672
Pakamu,Paka000932,N0.HOG0007992
Pakamu,Paka001125,N0.HOG0007751
Pakamu,Paka001174,N0.HOG0007838
Pakamu,Paka001331,N0.HOG0006028
Pakamu,Paka001378,N0.HOG0006649
Pakamu,Paka001544,N0.HOG0006561
Pakamu,Paka001699,N0.HOG0007138
Pakamu,Paka001728,N0.HOG0007826
Pakamu,Paka001730,N0.HOG0007763
Pakamu,Paka001739,N0.HOG0007551
Pakamu,Paka001787,N0.HOG0008954
Pakamu,Paka001858,N0.HOG0008024
Pakamu,Paka001926,N0.HOG0004617
Pakamu,Paka002087,N0.HOG0007214
Pakamu,Paka002136,N0.HOG0005567
Pakamu,Paka002363,N0.HOG0005696
Pakamu,Paka002393,N0.HOG0007692
Pakamu,Paka002619,N0.HOG0008307
Pakamu,Paka002677,N0.HOG0007357
Pakamu,Paka002710,N0.HOG0007431
Pakamu,Paka002853,N0.HOG0006858
Pakamu,Paka002939,N0.HOG0005030
Pakamu,Paka003088,N0.HOG0007399
Pakamu,Paka003168,N0.HOG0007385
Pakamu,Paka003180,N0.HOG0007639
Pakamu,Paka003264,N0.HOG0007256
Pakamu,Paka003448,N0.HOG0006675
Pakamu,Paka003511,N0.HOG0006029
Pakamu,Paka003542,N0.HOG0006613
Pakamu,Paka003877,N0.HOG0007339
Pakamu,Paka003878,N0.HOG0007433
Pakamu,Paka003923,N0.HOG0006344
Pakamu,Paka003967,N0.HOG0006470
Pakamu,Paka004019,N0.HOG0007916
Pakamu,Paka004272,N0.HOG0007695
Pakamu,Paka004355,N0.HOG0006267
Pakamu,Paka004417,N0.HOG0006230
Pakamu,Paka004433,N0.HOG0006233
Pakamu,Paka004449,N0.HOG0006530
Pakamu,Paka004464,N0.HOG0007927
Pakamu,Paka004644,N0.HOG0007772
Pakamu,Paka004780,N0.HOG0007075
Pakamu,Paka004836,N0.HOG0007223
Pakamu,Paka004918,N0.HOG0007034
Pakamu,Paka005004,N0.HOG0007535
Pakamu,Paka005072,N0.HOG0007402
Pakamu,Paka005083,N0.HOG0006910
Pakamu,Paka005144,N0.HOG0006990
Pakamu,Paka005148,N0.HOG0006700
Pakamu,Paka005223,N0.HOG0008754
Pakamu,Paka005238,N0.HOG0008635
Pakamu,Paka005297,N0.HOG0006244
Pakamu,Paka005362,N0.HOG0004497
Pakamu,Paka005432,N0.HOG0006833
Pakamu,Paka005487,N0.HOG0006194
Pakamu,Paka005564,N0.HOG0007805
Pakamu,Paka005586,N0.HOG0007090
Pakamu,Paka005685,N0.HOG0006423
Pakamu,Paka005687,N0.HOG0007749
Pakamu,Paka005754,N0.HOG0006038
Pakamu,Paka006046,N0.HOG0006989
Pakamu,Paka006091,N0.HOG0007393
Pakamu,Paka006168,N0.HOG0007443
Pakamu,Paka006362,N0.HOG0006537
Pakamu,Paka006562,N0.HOG0007472
Pakamu,Paka006615,N0.HOG0007847
Pakamu,Paka006719,N0.HOG0006823
Pakamu,Paka006774,N0.HOG0006931
Pakamu,Paka006825,N0.HOG0007183
Pakamu,Paka006868,N0.HOG0008236
Pakamu,Paka006896,N0.HOG0006917
Pakamu,Paka006995,N0.HOG0006093
Pakamu,Paka007126,N0.HOG0006885
Pakamu,Paka007286,N0.HOG0006546
Pakamu,Paka007334,N0.HOG0007246
Pakamu,Paka007444,N0.HOG0008646
Pakamu,Paka007478,N0.HOG0006498
Pakamu,Paka007552,N0.HOG0001010
Pakamu,Paka007649,N0.HOG0004013
Pakamu,Paka007718,N0.HOG0007353
Pakamu,Paka007953,N0.HOG0000253
Pakamu,Paka008011,N0.HOG0006603
Pakamu,Paka008018,N0.HOG0008783
Pakamu,Paka008135,N0.HOG0006212
Pakamu,Paka008202,N0.HOG0006263
Pakamu,Paka008308,N0.HOG0006641
Pakamu,Paka008333,N0.HOG0007233
Pakamu,Paka008390,N0.HOG0007093
Pakamu,Paka008418,N0.HOG0007659
Pakamu,Paka008423,N0.HOG0008913
Pakamu,Paka008524,N0.HOG0006976
Pakamu,Paka008556,N0.HOG0006401
Pakamu,Paka008620,N0.HOG0007001
Pakamu,Paka008898,N0.HOG0008920
Pakamu,Paka009022,N0.HOG0007405
Pakamu,Paka009116,N0.HOG0006387
Pakamu,Paka009175,N0.HOG0006841
Pakamu,Paka009222,N0.HOG0006651
Pakamu,Paka009228,N0.HOG0007808
Pakamu,Paka009285,N0.HOG0007737
Pakamu,Paka009552,N0.HOG0007239
Pakamu,Paka009562,N0.HOG0006191
Pakamu,Paka009684,N0.HOG0001009
Pakamu,Paka009801,N0.HOG0006152
Pakamu,Paka009907,N0.HOG0007764
Pakamu,Paka010042,N0.HOG0008741
Pakamu,Paka010170,N0.HOG0007336
Pakamu,Paka010247,N0.HOG0007654
Pakamu,Paka010252,N0.HOG0007889
Pakamu,Paka010286,N0.HOG0006492
Pakamu,Paka010603,N0.HOG0007869
Pakamu,Paka010692,N0.HOG0006226
Pakamu,Paka010743,N0.HOG0006358
Pakamu,Paka010819,N0.HOG0005128
Pakamu,Paka010827,N0.HOG0006283
Pakamu,Paka011248,N0.HOG0007085
Pakamu,Paka011370,N0.HOG0007953
Pakamu,Paka011634,N0.HOG0006553
Pakamu,Paka011708,N0.HOG0007880
Pakamu,Paka011761,N0.HOG0007800
Pakamu,Paka011797,N0.HOG0006195
Pakamu,Paka011828,N0.HOG0007070
Pakamu,Paka011872,N0.HOG0000837
Pakamu,Paka011909,N0.HOG0005091
Pakamu,Paka011995,N0.HOG0009004
Pakamu,Paka011996,N0.HOG0007340
Pakamu,Paka012415,N0.HOG0007042
Pakamu,Paka012443,N0.HOG0008386
Pakamu,Paka012469,N0.HOG0007627
Pakamu,Paka012481,N0.HOG0007563
Pakamu,Paka012556,N0.HOG0006962
Pakamu,Paka012569,N0.HOG0006647
Pakamu,Paka012580,N0.HOG0005474
Pakamu,Paka012761,N0.HOG0003587
Pakamu,Paka012784,N0.HOG0006391
Pakamu,Paka012869,N0.HOG0006250
Pakamu,Paka013012,N0.HOG0005964
Pakamu,Paka013106,N0.HOG0007118
Pakamu,Paka013197,N0.HOG0007568
Pakamu,Paka013221,N0.HOG0007232
Pakamu,Paka013247,N0.HOG0006959
Pakamu,Paka013248,N0.HOG0007349
Pakamu,Paka013296,N0.HOG0007347
Pakamu,Paka013334,N0.HOG0006120
Pakamu,Paka013338,N0.HOG0001074
Pakamu,Paka013371,N0.HOG0006291
Pakamu,Paka013525,N0.HOG0007950
Pakamu,Paka013597,N0.HOG0006957
Pakamu,Paka013650,N0.HOG0004934
Pakamu,Paka013663,N0.HOG0006452
Pakamu,Paka013700,N0.HOG0007113
Pakamu,Paka013734,N0.HOG0007100
Pakamu,Paka013747,N0.HOG0006080
Pakamu,Paka013818,N0.HOG0007866
Pakamu,Paka013895,N0.HOG0004090
Pakamu,Paka013933,N0.HOG0007258
Pakamu,Paka014102,N0.HOG0007557
Pakamu,Paka014114,N0.HOG0004760
Pakamu,Paka014399,N0.HOG0006692
Pakamu,Paka014441,N0.HOG0007689
Pakamu,Paka014443,N0.HOG0007584
Ppemba,Ppem000174,N0.HOG0007751
Ppemba,Ppem000178,N0.HOG0007233
Ppemba,Ppem000488,N0.HOG0008386
Ppemba,Ppem000590,N0.HOG0006613
Ppemba,Ppem000662,N0.HOG0006833
Ppemba,Ppem000782,N0.HOG0008913
Ppemba,Ppem000788,N0.HOG0007659
Ppemba,Ppem000816,N0.HOG0000253
Ppemba,Ppem000929,N0.HOG0006029
Ppemba,Ppem000947,N0.HOG0007347
Ppemba,Ppem001044,N0.HOG0008754
Ppemba,Ppem001531,N0.HOG0006546
Ppemba,Ppem001633,N0.HOG0008954
Ppemba,Ppem001729,N0.HOG0006675
Ppemba,Ppem001772,N0.HOG0007433
Ppemba,Ppem001773,N0.HOG0007339
Ppemba,Ppem001828,N0.HOG0007808
Ppemba,Ppem001893,N0.HOG0008741
Ppemba,Ppem001995,N0.HOG0006387
Ppemba,Ppem002024,N0.HOG0006998
Ppemba,Ppem002039,N0.HOG0008082
Ppemba,Ppem002075,N0.HOG0007118
Ppemba,Ppem002188,N0.HOG0007256
Ppemba,Ppem002346,N0.HOG0007183
Ppemba,Ppem002363,N0.HOG0006968
Ppemba,Ppem002439,N0.HOG0008236
Ppemba,Ppem002446,N0.HOG0006931
Ppemba,Ppem002734,N0.HOG0007239
Ppemba,Ppem002839,N0.HOG0006244
Ppemba,Ppem002853,N0.HOG0007336
Ppemba,Ppem002921,N0.HOG0006344
Ppemba,Ppem002949,N0.HOG0004760
Ppemba,Ppem003123,N0.HOG0005964
Ppemba,Ppem003157,N0.HOG0007258
Ppemba,Ppem003371,N0.HOG0006531
Ppemba,Ppem003433,N0.HOG0007472
Ppemba,Ppem003458,N0.HOG0006651
Ppemba,Ppem003502,N0.HOG0006093
Ppemba,Ppem003529,N0.HOG0005030
Ppemba,Ppem003670,N0.HOG0006823
Ppemba,Ppem003833,N0.HOG0004934
Ppemba,Ppem003853,N0.HOG0008005
Ppemba,Ppem004149,N0.HOG0006537
Ppemba,Ppem004225,N0.HOG0007075
Ppemba,Ppem004662,N0.HOG0006910
Ppemba,Ppem004759,N0.HOG0008646
Ppemba,Ppem004800,N0.HOG0007689
Ppemba,Ppem004812,N0.HOG0006959
Ppemba,Ppem004813,N0.HOG0007349
Ppemba,Ppem004821,N0.HOG0006976
Ppemba,Ppem004865,N0.HOG0007838
Ppemba,Ppem004871,N0.HOG0007138
Ppemba,Ppem005062,N0.HOG0007916
Ppemba,Ppem005069,N0.HOG0007385
Ppemba,Ppem005213,N0.HOG0007737
Ppemba,Ppem005312,N0.HOG0007090
Ppemba,Ppem005357,N0.HOG0007357
Ppemba,Ppem005375,N0.HOG0007431
Ppemba,Ppem005378,N0.HOG0006561
Ppemba,Ppem005414,N0.HOG0006841
Ppemba,Ppem005844,N0.HOG0001009
Ppemba,Ppem005854,N0.HOG0007340
Ppemba,Ppem005979,N0.HOG0007695
Ppemba,Ppem006014,N0.HOG0006858
Ppemba,Ppem006056,N0.HOG0007889
Ppemba,Ppem006135,N0.HOG0004497
Ppemba,Ppem006141,N0.HOG0006492
Ppemba,Ppem006170,N0.HOG0006957
Ppemba,Ppem006202,N0.HOG0007563
Ppemba,Ppem006353,N0.HOG0006250
Ppemba,Ppem006385,N0.HOG0007034
Ppemba,Ppem006408,N0.HOG0006603
Ppemba,Ppem006426,N0.HOG0007953
Ppemba,Ppem006620,N0.HOG0007826
Ppemba,Ppem006797,N0.HOG0005696
Ppemba,Ppem006870,N0.HOG0007232
Ppemba,Ppem006969,N0.HOG0009004
Ppemba,Ppem007142,N0.HOG0004013
Ppemba,Ppem007185,N0.HOG0007368
Ppemba,Ppem007350,N0.HOG0007866
Ppemba,Ppem007386,N0.HOG0006401
Ppemba,Ppem007391,N0.HOG0005128
Ppemba,Ppem007466,N0.HOG0007627
Ppemba,Ppem007671,N0.HOG0008783
Ppemba,Ppem007992,N0.HOG0007393
Ppemba,Ppem008253,N0.HOG0007557
Ppemba,Ppem008368,N0.HOG0006283
Ppemba,Ppem008449,N0.HOG0007654
Ppemba,Ppem008942,N0.HOG0006263
Ppemba,Ppem009185,N0.HOG0007405
Ppemba,Ppem009188,N0.HOG0007093
Ppemba,Ppem009513,N0.HOG0006530
Ppemba,Ppem009576,N0.HOG0007749
Ppemba,Ppem009688,N0.HOG0005364
Ppemba,Ppem009712,N0.HOG0007800
Ppemba,Ppem009724,N0.HOG0006869
Ppemba,Ppem009876,N0.HOG0007764
Ppemba,Ppem009881,N0.HOG0006470
Ppemba,Ppem010062,N0.HOG0007639
Ppemba,Ppem010170,N0.HOG0006038
Ppemba,Ppem010193,N0.HOG0006212
Ppemba,Ppem010251,N0.HOG0008920
Ppemba,Ppem010271,N0.HOG0007443
Ppemba,Ppem010304,N0.HOG0004617
Ppemba,Ppem010388,N0.HOG0007001
Ppemba,Ppem010389,N0.HOG0006226
Ppemba,Ppem010868,N0.HOG0006647
Ppemba,Ppem011125,N0.HOG0005091
Ppemba,Ppem011171,N0.HOG0006391
Ppemba,Ppem011324,N0.HOG0007672
Ppemba,Ppem011609,N0.HOG0007551
Ppemba,Ppem011649,N0.HOG0006962
Ppemba,Ppem011653,N0.HOG0006191
Ppemba,Ppem011723,N0.HOG0007214
Ppemba,Ppem011975,N0.HOG0006291
Ppemba,Ppem011980,N0.HOG0002076
Ppemba,Ppem012007,N0.HOG0007402
Ppemba,Ppem012185,N0.HOG0007399
Ppemba,Ppem012237,N0.HOG0006358
Ppemba,Ppem012456,N0.HOG0006267
Ppemba,Ppem012543,N0.HOG0007805
Ppemba,Ppem012545,N0.HOG0006917
Ppemba,Ppem012626,N0.HOG0007584
Ppemba,Ppem012809,N0.HOG0006989
Ppemba,Ppem012831,N0.HOG0007353
Ppemba,Ppem012869,N0.HOG0006641
Ppemba,Ppem012907,N0.HOG0006885
Ppemba,Ppem012954,N0.HOG0006080
Ppemba,Ppem013089,N0.HOG0007535
Ppemba,Ppem013110,N0.HOG0006553
Ppemba,Ppem013122,N0.HOG0006233
Ppemba,Ppem013132,N0.HOG0007992
Ppemba,Ppem013151,N0.HOG0006692
Ppemba,Ppem013187,N0.HOG0006230
Ppemba,Ppem013277,N0.HOG0007085
Ppemba,Ppem013405,N0.HOG0006194
Ppemba,Ppem013452,N0.HOG0007950
Ppemba,Ppem013473,N0.HOG0001348
Ppemba,Ppem013686,N0.HOG0006195
Ppemba,Ppem013802,N0.HOG0003587
Ppemba,Ppem013818,N0.HOG0006452
Ppemba,Ppem013866,N0.HOG0006700
Ppemba,Ppem013993,N0.HOG0007042
Ppemba,Ppem014009,N0.HOG0004090
Ppemba,Ppem014027,N0.HOG0007568
Ppemba,Ppem014145,N0.HOG0007927
Ppemba,Ppem014236,N0.HOG0007246
Ppemba,Ppem014310,N0.HOG0007763
Ppemba,Ppem014368,N0.HOG0007692
Ppemba,Ppem014504,N0.HOG0006930
Ppemba,Ppem014512,N0.HOG0007847
Ppemba,Ppem014589,N0.HOG0007869
Ppemba,Ppem014873,N0.HOG0006498
Ppemba,Ppem015347,N0.HOG0007880
Ppemba,Ppem015595,N0.HOG0000837
Ppemba,Ppem015661,N0.HOG0006423
Ppemba,Ppem015812,N0.HOG0007223
Ppemba,Ppem015836,N0.HOG0006649
Ppemba,Ppem015881,N0.HOG0007100
Ppemba,Ppem015965,N0.HOG0005567
Ppemba,Ppem016069,N0.HOG0005474
Ppemba,Ppem016082,N0.HOG0008400
Ppemba,Ppem016105,N0.HOG0007113
Ppemba,Ppem016131,N0.HOG0007772
Ppemba,Ppem016217,N0.HOG0007070
Ppemba,Ppem016233,N0.HOG0006028
Ppemba,Ppem016460,N0.HOG0008024
Ppemba,Ppem016591,N0.HOG0001074
Ppemba,Ppem016594,N0.HOG0006120
Ppemba,Ppem016874,N0.HOG0006152
Ppemba,Ppem016929,N0.HOG0001010
Ppemba,Ppem017062,N0.HOG0006990
Ppemba,Ppem017144,N0.HOG0008307
Ppemba,Ppem017295,N0.HOG0008635
